User ID,Resource ID,Ratings,Time Spent (minutes),Topics/Subjects of Interest,Preferred Learning Formats,Learning Goals/Objectives
1001,575,3.28904350693697,44,0,0,0
1001,1377,3.416622277404057,22,0,0,0
1001,1176,1.7424356697184518,78,0,0,0
1001,118,1.7648037712932083,99,0,0,0
1001,1641,3.979411116242384,118,0,0,0
1001,614,1.5625422205115571,33,0,0,0
1002,1904,2.237992650047041,98,0,0,0
1002,472,3.128438145297174,27,0,0,0
1002,964,3.5497193056652203,75,0,0,0
1002,1548,3.351088918712124,16,0,0,0
1002,1974,4.080844105495952,78,0,0,0
1002,259,2.444143157118522,75,0,0,0
1002,376,1.5349236515493851,36,0,0,0
1002,1259,3.278540602666528,24,0,0,0
1003,1897,3.301843231025509,111,0,0,0
1003,28,1.574407531022182,54,0,0,0
1003,41,1.850352643093308,49,0,0,0
1003,1796,4.129651526262386,68,0,0,0
1003,1053,1.7798149388321374,14,0,0,0
1003,1211,4.427679191198122,15,0,0,0
1004,399,1.9754780248472013,108,0,0,0
1004,1278,1.772292596209058,110,0,0,0
1004,205,3.195606662844869,60,0,0,0
1004,1571,2.259625628677316,22,0,0,0
1004,1040,4.079577062519778,104,0,0,0
1005,163,4.392154976945087,45,0,0,0
1005,843,4.326505029173365,95,0,0,0
1005,432,3.734265935293675,58,0,0,0
1005,1434,4.470462340985581,105,0,0,0
1005,143,4.995704799001729,59,0,0,0
1005,482,2.1834495614386515,31,0,0,0
1005,1949,1.1842257456742376,77,0,0,0
1005,835,3.679156649681675,119,0,0,0
1005,477,3.415905057671241,94,0,0,0
1005,228,2.4270923727308245,37,0,0,0
1005,1352,1.6815954505440796,64,0,0,0
1005,1141,2.343547018730161,66,0,0,0
1005,770,3.269650024588548,29,0,0,0
1005,70,3.768042965068986,89,0,0,0
1005,1147,3.395782942490188,69,0,0,0
1006,454,3.945970177045096,30,0,0,0
1006,893,2.155241597104593,8,0,0,0
1006,1183,1.5688740886418375,82,0,0,0
1006,651,1.610107851802557,47,0,0,0
1006,105,3.731475106558901,13,0,0,0
1006,1047,1.2955833102557746,55,0,0,0
1007,759,2.169831412725934,29,0,0,0
1007,1171,1.0748110514548477,52,0,0,0
1007,672,4.983863087002902,99,0,0,0
1007,555,3.632513575413122,51,0,0,0
1007,500,3.6542363536020455,35,0,0,0
1007,1540,3.682961239309875,88,0,0,0
1007,1642,1.0892564615231843,44,0,0,0
1007,541,2.8479820092515853,120,0,0,0
1007,269,4.089199064778812,22,0,0,0
1007,1161,4.908842861818592,9,0,0,0
1007,1723,4.264713077376207,5,0,0,0
1007,1702,4.993802232352079,22,0,0,0
1007,1687,1.02924521257344,45,0,0,0
1007,1182,1.4972043880122854,68,0,0,0
1008,356,1.6309071972108409,119,0,0,0
1008,531,3.762440383480286,32,0,0,0
1008,357,4.917997804204617,49,0,0,0
1008,1084,3.7007378565035633,97,0,0,0
1008,303,1.8727307136385505,60,0,0,0
1008,350,4.850306439464133,52,0,0,0
1009,1359,3.736739931995677,84,0,0,0
1009,1592,2.022623959141629,16,0,0,0
1009,170,3.2593977153687845,30,0,0,0
1009,1841,3.099178041499146,17,0,0,0
1009,1716,3.934060824134853,54,0,0,0
1009,200,2.9791934156991235,15,0,0,0
1009,37,4.633079229136508,59,0,0,0
1010,1168,2.852453677675776,80,0,0,0
1010,204,3.058260906166832,72,0,0,0
1010,1901,2.667253460964689,26,0,0,0
1010,1152,3.4861339829788944,73,0,0,0
1010,1096,1.8841093909805573,58,0,0,0
1010,1723,1.944343267692214,77,0,0,0
1010,1743,1.7859531091822318,18,0,0,0
1010,1085,1.98531980913201,7,0,0,0
1010,1872,4.743988642083755,104,0,0,0
1010,319,3.314607883569604,28,0,0,0
1010,1785,2.794387752084432,116,0,0,0
1010,1488,3.6440715792998697,53,0,0,0
1010,1596,1.6258821264799286,35,0,0,0
1010,1773,1.7899971400549155,88,0,0,0
1010,1458,4.536002438327209,39,0,0,0
1011,793,4.080460555999753,100,0,0,0
1011,223,4.907727025068342,40,0,0,0
1011,1245,2.266762000903638,98,0,0,0
1011,731,1.2110481013554382,13,0,0,0
1011,1650,1.4943970127750004,109,0,0,0
1011,602,3.0012872072175805,66,0,0,0
1011,1549,2.6036329347380933,49,0,0,0
1011,1684,4.495220312430233,92,0,0,0
1011,437,3.2618816372688832,28,0,0,0
1011,568,4.5456261278829215,10,0,0,0
1011,830,3.889828658504103,93,0,0,0
1012,1735,4.002240216184319,42,0,0,0
1012,1200,4.018238879661255,23,0,0,0
1012,1108,3.5647433773842225,54,0,0,0
1012,1417,4.575662343345515,56,0,0,0
1012,62,4.464389587036621,63,0,0,0
1012,86,1.4645815856119015,70,0,0,0
1012,329,4.717545403362818,29,0,0,0
1012,52,2.286421226934419,35,0,0,0
1012,883,1.735786533850796,16,0,0,0
1012,785,1.988457190991132,41,0,0,0
1012,351,1.03880029819127,110,0,0,0
1012,1836,1.9895205842294088,110,0,0,0
1012,1586,3.292819692625676,85,0,0,0
1012,129,2.0475310732912355,75,0,0,0
1012,352,4.410096843421751,116,0,0,0
1013,1861,4.703485174109959,34,0,0,0
1013,215,1.3295499114146718,24,0,0,0
1013,617,4.825380367902511,58,0,0,0
1013,737,4.763595789319833,85,0,0,0
1013,933,3.86589961748205,46,0,0,0
1013,505,4.984161823952805,62,0,0,0
1013,991,2.057756662922481,34,0,0,0
1013,831,4.275254795292161,16,0,0,0
1013,980,3.021075781170496,115,0,0,0
1013,1257,4.053032749098248,58,0,0,0
1013,156,2.541970829137901,114,0,0,0
1014,204,1.0238381376472363,111,0,0,0
1014,1852,4.785584343389111,71,0,0,0
1014,1953,2.2808803701676865,108,0,0,0
1014,219,1.5843041823412216,49,0,0,0
1014,997,4.067154998758455,50,0,0,0
1014,1795,3.595068275190276,94,0,0,0
1014,1254,2.053888319404597,105,0,0,0
1014,546,1.1349741899020205,43,0,0,0
1014,1302,2.2493727475630734,104,0,0,0
1015,769,3.203652001812968,25,0,0,0
1015,1352,4.450273117005489,63,0,0,0
1015,1548,4.770264618723493,78,0,0,0
1015,1299,2.3370015928046404,46,0,0,0
1015,973,4.061390587941334,110,0,0,0
1015,92,4.239667243294107,89,0,0,0
1015,1887,3.0911366627881374,73,0,0,0
1016,823,3.6665073019762295,102,0,0,0
1016,1253,2.0902194243147667,99,0,0,0
1016,1844,4.744544715350654,110,0,0,0
1016,1443,1.21757075083283,51,0,0,0
1016,414,3.8013603826525233,66,0,0,0
1016,1365,4.581287009776871,78,0,0,0
1016,1061,2.3921237229926864,71,0,0,0
1017,1802,3.797697657055522,79,0,0,0
1017,376,2.050190012744096,118,0,0,0
1017,873,1.3405228432969514,40,0,0,0
1017,1366,3.846011518165128,93,0,0,0
1017,285,4.881989716737623,17,0,0,0
1017,867,1.330728915253852,102,0,0,0
1017,1216,2.985345698492751,23,0,0,0
1017,1055,4.3575881889634935,5,0,0,0
1017,506,1.3145272232529712,38,0,0,0
1018,192,2.138804865487496,114,0,0,0
1018,1889,2.6586995325878977,31,0,0,0
1018,1926,1.9217905165612088,9,0,0,0
1018,654,2.737073428892266,79,0,0,0
1018,1893,2.755439108663381,106,0,0,0
1018,531,3.1930384655353587,99,0,0,0
1018,1587,3.9901546849951375,116,0,0,0
1019,1871,4.4489756746521785,44,0,0,0
1019,1767,4.766957721625451,20,0,0,0
1019,1346,2.175727219892301,103,0,0,0
1019,874,3.265449641640884,10,0,0,0
1019,1107,2.0404615339569943,50,0,0,0
1019,1830,1.2543410552936836,91,0,0,0
1020,1631,4.625810085409263,97,0,0,0
1020,652,1.0843900683025454,97,0,0,0
1020,1649,1.8515110648512605,25,0,0,0
1020,1095,4.267479109337549,42,0,0,0
1020,723,1.1201125843753834,112,0,0,0
1020,517,4.189978424092937,105,0,0,0
1020,1288,4.300498283337642,54,0,0,0
1020,1660,1.1224308953231708,84,0,0,0
1020,900,2.8538703324534542,94,0,0,0
1021,1517,3.3145178537402864,101,0,0,0
1021,565,2.2843278209035307,20,0,0,0
1021,936,1.1258926238635416,48,0,0,0
1021,1996,1.7565145670916578,67,0,0,0
1021,856,2.948957943300196,16,0,0,0
1021,891,3.592043711875896,90,0,0,0
1021,362,2.476068200527529,73,0,0,0
1021,802,1.1530290187123289,18,0,0,0
1021,1262,3.60961254528958,109,0,0,0
1021,1868,3.755489500799585,72,0,0,0
1021,1956,4.943504485264434,6,0,0,0
1022,1183,2.302752955764875,22,0,0,0
1022,817,4.908162503213889,12,0,0,0
1022,1824,2.632375447576425,53,0,0,0
1022,651,3.59607808522288,82,0,0,0
1022,6,2.6324277387572,48,0,0,0
1023,1642,1.6298915120204174,56,0,0,0
1023,897,4.7914232714633,89,0,0,0
1023,260,3.3514542513198307,68,0,0,0
1023,1437,4.109212336096558,96,0,0,0
1023,1250,2.29512979171005,11,0,0,0
1024,1607,4.193595499611392,16,0,0,0
1024,494,4.882755080094586,44,0,0,0
1024,897,2.0912057436759697,23,0,0,0
1024,1328,3.3081219170082146,10,0,0,0
1024,1174,4.76332516713541,96,0,0,0
1024,1822,4.968640558493052,9,0,0,0
1024,1738,3.858603088497503,76,0,0,0
1024,1401,2.9838944089798094,97,0,0,0
1024,628,4.212242951918115,90,0,0,0
1024,1052,3.0315202255101408,96,0,0,0
1024,678,1.6377769319218154,95,0,0,0
1024,1442,2.6157801692109026,92,0,0,0
1024,910,4.659107189851426,43,0,0,0
1024,844,1.828136818262735,75,0,0,0
1025,1349,3.5765666476039115,93,0,0,0
1025,1984,4.523916841745911,32,0,0,0
1025,480,4.521089121443679,90,0,0,0
1025,168,1.247289046966877,12,0,0,0
1025,1079,2.0461084165446928,110,0,0,0
1025,1805,3.713127469434133,83,0,0,0
1025,1871,2.3462667459629616,24,0,0,0
1025,273,2.11394288257136,70,0,0,0
1025,1759,4.431578890350949,57,0,0,0
1025,126,1.0768701443261732,48,0,0,0
1025,1057,3.808333493597319,82,0,0,0
1026,296,2.730369539077933,69,0,0,0
1026,1329,2.196648931856934,8,0,0,0
1026,1884,3.62424639368626,37,0,0,0
1026,819,1.265998356434883,21,0,0,0
1026,816,2.886314139729188,49,0,0,0
1027,1570,1.7227931629488076,84,0,0,0
1027,1257,4.175510641761791,116,0,0,0
1027,901,1.3262009846019565,112,0,0,0
1027,1025,4.252749537131669,78,0,0,0
1027,601,4.276526639058471,120,0,0,0
1027,516,2.9244317012160246,70,0,0,0
1027,208,3.83536259382533,18,0,0,0
1027,45,1.7027988502045912,77,0,0,0
1027,387,4.802799037085691,14,0,0,0
1027,386,1.958940903870368,84,0,0,0
1027,858,1.787119243309467,104,0,0,0
1027,944,1.4564406505983398,105,0,0,0
1027,1512,1.381615671851072,26,0,0,0
1028,190,1.8021078399618025,111,0,0,0
1028,1456,2.563204090222232,90,0,0,0
1028,660,2.4616940388288144,49,0,0,0
1028,174,2.944078172345173,71,0,0,0
1028,363,4.336542036609819,10,0,0,0
1028,338,3.658693323359792,106,0,0,0
1028,522,2.6238705532291275,49,0,0,0
1029,1624,1.0801913390071984,101,0,0,0
1029,1897,1.8601269184171143,20,0,0,0
1029,132,3.254320650677213,80,0,0,0
1029,241,4.966719981062283,73,0,0,0
1029,1826,2.4250465989376573,54,0,0,0
1029,1437,1.4852189702281429,45,0,0,0
1029,563,2.217245979921972,82,0,0,0
1030,1620,3.5051113823832405,17,0,0,0
1030,1081,3.475823749868357,92,0,0,0
1030,1275,4.031725899514333,35,0,0,0
1030,467,1.8308503212099845,26,0,0,0
1030,45,4.049927395300012,84,0,0,0
1030,1591,1.5539353208875135,47,0,0,0
1030,202,2.079699731254424,61,0,0,0
1030,1749,2.67614978378059,14,0,0,0
1030,579,3.799028720512878,113,0,0,0
1030,1887,1.9236538384746853,10,0,0,0
1031,364,1.0177657710846515,45,0,0,0
1031,1683,1.0188802916263215,120,0,0,0
1031,1217,4.709476329000821,43,0,0,0
1031,1666,1.019799301184356,24,0,0,0
1031,1450,1.2248244611214818,43,0,0,0
1031,1683,1.312687148556814,59,0,0,0
1032,1808,3.909525489218272,31,0,0,0
1032,92,1.592271605490606,85,0,0,0
1032,1673,1.3736373692981676,117,0,0,0
1032,414,2.057420314935224,39,0,0,0
1032,1514,1.8074358695935837,76,0,0,0
1033,1958,2.4111438369522853,25,0,0,0
1033,278,1.8007529659170438,71,0,0,0
1033,278,4.351517739561686,36,0,0,0
1033,189,3.957265559234441,102,0,0,0
1033,1267,1.7671241035290637,104,0,0,0
1033,554,1.011996572013285,12,0,0,0
1033,64,2.377546115676481,11,0,0,0
1033,835,3.8367758536025858,57,0,0,0
1033,679,2.8539528615692085,95,0,0,0
1034,517,3.9376582516149465,111,0,0,0
1034,1588,4.20164313313837,73,0,0,0
1034,455,4.254511718274087,17,0,0,0
1034,1572,4.950199913191689,55,0,0,0
1034,1333,2.797197645784264,59,0,0,0
1034,1582,2.028445186091266,111,0,0,0
1034,1914,1.0879340224910727,60,0,0,0
1034,1138,4.588225052174074,55,0,0,0
1034,195,4.476608354809876,108,0,0,0
1034,596,1.503431023339707,36,0,0,0
1034,976,2.7905357664652484,46,0,0,0
1035,1398,4.191469697057435,25,0,0,0
1035,1697,1.1543813922363726,95,0,0,0
1035,867,3.9686656755598615,111,0,0,0
1035,1714,2.9410090684721104,29,0,0,0
1035,240,1.2986625947585655,44,0,0,0
1035,672,2.6346234144840364,88,0,0,0
1035,201,1.213100432192836,85,0,0,0
1035,168,4.213050130917344,66,0,0,0
1035,1291,2.9895053948714345,31,0,0,0
1035,1631,4.830921772877154,17,0,0,0
1035,730,2.731050021022297,74,0,0,0
1035,1944,2.558775041736878,18,0,0,0
1035,490,1.0657047370511945,51,0,0,0
1035,1848,1.204526373686904,68,0,0,0
1036,1528,4.533841009491619,108,0,0,0
1036,1218,4.52050476546138,31,0,0,0
1036,905,2.79171771621706,58,0,0,0
1036,1400,2.240848985943842,19,0,0,0
1036,42,4.293855970746557,56,0,0,0
1036,326,2.773619149998304,70,0,0,0
1036,1261,4.510936840165067,95,0,0,0
1036,51,3.003643845226794,66,0,0,0
1036,1041,4.662771692074449,118,0,0,0
1037,1944,4.159934568412268,111,0,0,0
1037,266,4.086378782060068,105,0,0,0
1037,412,2.397802960833783,85,0,0,0
1037,1845,1.994986731313468,75,0,0,0
1037,351,1.595001426155625,109,0,0,0
1037,727,2.4079333133570078,83,0,0,0
1037,569,2.5354073171219884,30,0,0,0
